2,3,5.7866113723561075,3884.351190587792,6.0461401727390385
3,2,4.352591510545787,3531.943093760423,4.592162772793435
3,4,5.393305377032753,3761.471528928931,8.039066387319433
3,35,4.169263375116394,6471.1483940619555,7.946145176732985
3,1722,4.471189813840947,5005.933853499123,10.689339316666596
4,3,3.1962200049621003,3731.605257187717,6.100716429644482
4,5,3.1962200049621003,3836.128872915602,4.377949896756855
4,36,4.7956550871114185,3384.3233724710253,5.6520141392632635
5,4,3.1962200049620995,3869.7407658943266,4.448978766397984
5,6,3.1962200049621,4053.0937836304024,5.1746041580633815
5,37,3.527472593620701,8120.433129020033,14.0149525094207
5,1723,3.2069882187894687,5383.213016962129,7.741479461903115
6,5,4.851886344171344,4075.212701312616,5.975425774151434
6,38,3.468515522547609,9446.013074541774,13.844459464724796
7,8,10.26426783418769,17144.689615869625,46.78051860611187
7,39,6.037294133238662,5217.079762083498,9.070679820058835
7,1724,4.790419971792569,3914.582855304583,5.9857231952952565
8,7,4.837884790584319,16834.93872602012,30.264542737669306
8,9,4.456444450016347,6502.027464164907,11.552755447774038
8,40,5.598002540536658,10045.776431606257,20.61470211395036
8,1725,4.96517480479867,5097.717560214807,9.327127784518458
9,8,5.319825123369684,6776.834624684287,14.078253130441956
9,10,4.392746859680651,6557.533267242316,12.43780895783899
9,41,4.324854095879725,7256.126336357825,13.375375303839238
9,1726,5.848579752911299,4122.103196145619,9.499326931216103
10,9,3.778063556627351,6125.624974519418,10.304866912138444
10,42,3.7585763128068934,10834.200746925744,18.53782693210111
11,12,4.136793549340988,5398.4180685269475,8.559130360393695
11,43,5.151407578972823,5192.6604655878455,9.600478679297172
11,1728,3.1962200049620995,4819.726082023418,6.895630463084496
12,11,3.4295327486602787,5066.221004044684,7.592466696543964
12,13,3.739757286950423,8764.137911632673,13.658477937830853
12,44,4.70306549124766,6960.680569653667,11.236005312764156
12,1729,4.340426483862549,5226.736276441209,7.439206653842341
13,12,3.3925839389899357,9877.729535799775,13.043457059580064
13,14,3.3669197713799672,4667.969333460533,8.714686125146699
13,1730,3.705835098929327,7687.262339682989,13.033508974935808
14,13,5.55306395471071,4682.7739210749305,9.955933750859554
14,15,7.437189257332635,25766.51543677821,59.593596997643864
14,45,5.446181946574368,5709.262301044373,11.207519870619691
15,14,3.619217268793841,25765.910131466582,43.479406613353206
15,16,4.062442729783391,3310.069890142277,4.599578923108215
16,15,3.9910101807960756,3339.869255081955,4.804969996402903
16,17,6.519462617123964,3598.525887129169,6.937089191009931
17,16,7.457194887313942,3787.8327676099234,7.779825746770264
17,18,4.737780512080753,4320.070715510727,8.331871476791022
17,48,5.171396847427257,3721.7427115837777,8.794714513034194
18,17,5.73139104342066,23439.653710358783,43.17102371490867
18,19,3.1962200049621,4973.000289856993,6.634724748019198
18,49,12.120643220247349,3211.3058016835357,8.275789088868892
18,1735,5.18871801215506,12679.111214632245,19.722148167992565
19,18,4.514013072332867,23519.211548055333,40.268398193085474
19,20,3.1972239733322443,5579.228025379486,8.782281854665312
20,19,3.1962200049621003,8390.672934159993,11.545966095441296
20,50,3.1962200049621,4300.909767489628,3.943208482271333
21,22,4.947742511878661,16009.62113228399,24.632417056316054
21,51,4.448078423461148,17252.216259807206,27.127596059760837
21,1736,4.370622264777767,3903.1852485313952,5.20663067605097
22,21,6.80840468824352,3889.617109716039,9.476898761906792
22,52,4.613752889681691,7375.682493453318,15.917419234696624
24,55,7.218224356420084,9812.42246086512,19.431810726150733
25,26,5.606890484616636,4140.9549008465165,7.410231920719841
