node_aa,grid_id,chi_hat,l_r_hat,l_f_hat,l_R,l_F,l_R_new,l_F_new,lr_pct,lf_pct,dist_center_km,delta_residents,delta_workers
47,sq_11_31,0.9998669097242988,1.0048561728041374,0.997125967501344,1043.0,2248.0,1048.0649882347154,2241.5391749430214,0.4856172804137415,-0.28740324986560317,53.52962410449886,5.064988234715429,-6.460825056978592
48,sq_11_32,0.9998669097242988,0.9969977571162478,1.0057085610414205,1594.0,12318.0,1589.214424843299,12388.318054908217,-0.3002242883752171,0.5708561041420479,52.95739258041452,-4.785575156701043,70.31805490821716
49,sq_11_33,0.9998669097242988,0.999880881642773,0.999943869369498,19704.0,14778.0,19701.6528918892,14777.170501542441,-0.011911835722699937,-0.005613063050202705,52.48010874322488,-2.3471081108000362,-0.8294984575586568
50,sq_11_35,0.9998669097242988,0.9998693194022146,0.9999506667105746,741.0,509.0,740.903165677041,508.9748893556825,-0.01306805977854264,-0.004933328942535731,51.82035302034704,-0.09683432295901184,-0.025110644317521746
51,sq_11_36,0.9998669097242988,0.9987020404456008,1.0009357219222652,3704.0,1645.0,3699.1923578105057,1646.5392625621262,-0.1297959554399153,0.09357219222652091,51.64164569755691,-4.807642189494345,1.5392625621261686
52,sq_11_37,0.9998669097242988,0.999878264670048,0.9999446233284888,3789.0,1002.0,3788.538744834812,1001.9445125751457,-0.012173532995196634,-0.005537667151123138,51.56531155000441,-0.46125516518804943,-0.05548742485427738
53,sq_11_38,0.9998669097242988,0.9998819270227668,0.9999427007365976,938.0,451.0,937.8892475473552,450.97415803220554,-0.011807297723320787,-0.005729926340236613,51.591804103498866,-0.11075245264476052,-0.025841967794463017
54,sq_11_39,0.9998669097242988,0.999904201257672,0.9999239993392338,1153.0,1082.0,1152.8895440500958,1081.917767285051,-0.009579874232801266,-0.00760006607661845,51.72096451144415,-0.11045594990423524,-0.08223271494898654
55,sq_11_40,0.9998669097242988,1.0019163187987086,0.9979864604192868,1733.0,1916.0,1736.320980478162,1912.1420581633536,0.19163187987085717,-0.2013539580713153,51.95202624840197,3.320980478162028,-3.8579418366464324
56,sq_11_41,0.9998669097242988,0.9976012059910808,1.001408852827226,3152.0,1426.0,3144.4390012838867,1428.0090241316243,-0.23987940089191806,0.1408852827226026,52.28363756739266,-7.560998716113318,2.009024131624301
57,sq_11_42,0.9998669097242988,1.0003076025183328,0.9997592436356608,1505.0,345.0,1505.462941790091,344.916939054303,0.030760251833283903,-0.024075636433917857,52.71390020825203,0.46294179009100844,-0.08306094569701372
58,sq_11_43,0.9998669097242988,0.9998824525632818,0.9999422995996038,2745.0,1978.0,2744.6773322862086,1977.8858686080164,-0.011754743671821277,-0.005770040039621005,53.240421832230595,-0.32266771379136117,-0.11413139198361932
59,sq_11_44,0.9998669097242988,0.9998795574049324,0.9999435027012504,426.0,224.0,425.9486914545012,223.9873446050801,-0.012044259506760469,-0.0056497298749569325,53.86037893404471,-0.0513085454987845,-0.012655394919903529
60,sq_11_45,0.9998669097242988,0.99987910350358,0.999943734434377,912.0,210.0,911.889742395265,209.98818423121918,-0.012089649641999767,-0.0056265565622992675,54.57058660517566,-0.11025760473501123,-0.01181576878082069
61,sq_11_46,0.9998669097242988,0.9998792839899342,0.9999436496193737,393.0,138.0,392.9525586080441,137.99222364747357,-0.012071601006580224,-0.005635038062634656,55.367571494213365,-0.04744139195588559,-0.0077763525264344935
62,sq_11_47,0.9998669097242988,0.9998815768124052,0.9999428055462216,1548.0,1983.0,1547.8166809056033,1982.8865833981574,-0.011842318759480719,-0.005719445377838639,56.24764458613226,-0.1833190943966656,-0.11341660184257307
63,sq_11_48,0.9998669097242988,0.999880691871585,0.999943145374102,2008.0,1035.0,2007.7604292781427,1034.9411554621956,-0.01193081284149855,-0.005685462589799517,57.20697092471378,-0.23957072185726247,-0.05884453780436161
64,sq_11_49,0.9998669097242988,0.9998794131126651,0.9999434422990714,186.0,129.0,185.97757083895573,128.9927040565802,-0.012058688733485035,-0.005655770092860557,58.24163403827638,-0.02242916104427195,-0.007295943419791229
