grid_o,grid_d,i_raw,j_raw,tau_ij,tau_ji,tau_ff_ij,tau_ff_ji,lanes_ij,lanes_ji,lane_source_ij,lane_source_ji,xi_ij,xi_ji,len_ij,len_ji,asym_ratio,slow_dir,lanes_slow,lanes_fast,lane_source_slow,lane_source_fast,tau_slow_obs,tau_fast_obs,tau_slow_new,tau_fast_new,tbar_slow,tbar_fast,rank
sq_22_44,sq_22_45,-1,-1,36.02896412450129,7.19295053725445,27.202828990313773,5.362053447569986,3.1962200049621003,3.1962200049621,raw_edgeproj_len_weighted,raw_edgeproj_len_weighted,5.6847834875118535,5.83529427163856,22460.789457108272,4004.805420924537,5.008926995660052,ij,3.1962200049621003,3.1962200049621,raw_edgeproj_len_weighted,raw_edgeproj_len_weighted,36.02896412450129,7.19295053725445,31.547114538912467,8.638373048186237,0.875604261890478,1.2009498749429055,40
sq_58_28,sq_59_28,-1,-1,26.00625496191029,5.22706103272443,24.60255671536368,4.9480872031078516,3.1962200049621,3.1962200049621,raw_edgeproj_len_weighted,raw_edgeproj_len_weighted,3.5811040580482247,3.5764207371403454,21491.514002824893,4318.176672650361,4.975311135472891,ij,3.1962200049621,3.1962200049621,raw_edgeproj_len_weighted,raw_edgeproj_len_weighted,26.00625496191029,5.22706103272443,24.60255671536368,6.27743829356934,0.9460245910607845,1.2009498749429057,41
sq_23_31,sq_24_31,-1,-1,44.1479048260204,9.11995654726119,26.62873194044263,7.318266619261891,3.1962200049620995,3.1962200049621,raw_edgeproj_len_weighted,raw_edgeproj_len_weighted,9.006455398829619,5.017722360587527,19670.05619988715,4267.229967063264,4.8408021022072125,ij,3.1962200049620995,3.1962200049621,raw_edgeproj_len_weighted,raw_edgeproj_len_weighted,44.1479048260204,9.11995654726119,38.65609361919866,10.952610674918057,0.8756042618904778,1.2009498749429055,42
sq_15_34,sq_16_34,-1,-1,9.639020967683267,46.5367755004964,8.665812016367015,35.75542619531118,3.1962200049621003,3.1962200049621003,raw_edgeproj_len_weighted,raw_edgeproj_len_weighted,3.9751844282655004,5.4849695983307125,5663.177500734606,19829.818564274035,4.827956662457752,ji,3.1962200049621003,3.1962200049621003,raw_edgeproj_len_weighted,raw_edgeproj_len_weighted,46.5367755004964,9.639020967683267,40.74779896287503,11.575981025711263,0.875604261890478,1.2009498749429055,43
sq_29_33,sq_30_33,-1,-1,40.05105704915212,192.31164084724796,27.273617868379,73.26964223474033,3.1962200049620995,3.1962200049621003,raw_edgeproj_len_weighted,raw_edgeproj_len_weighted,7.024022759279518,23.08927179024955,14671.587827850784,45485.978478155994,4.801662053793888,ji,3.1962200049621003,3.1962200049620995,raw_edgeproj_len_weighted,raw_edgeproj_len_weighted,192.31164084724796,40.05105704915212,168.38889233700124,48.09931195451042,0.8756042618904779,1.2009498749429057,44
sq_16_41,sq_16_42,-1,-1,10.52674624455964,49.751113660889054,10.123633625161508,44.845124483577415,3.1962200049621003,3.196220004962101,raw_edgeproj_len_weighted,raw_edgeproj_len_weighted,3.4624708129801363,3.9539323337014562,4856.672552764907,22812.646387721023,4.726162529718153,ji,3.196220004962101,3.1962200049621003,raw_edgeproj_len_weighted,raw_edgeproj_len_weighted,49.751113660889054,10.52674624455964,44.845124483577415,12.642094585959597,0.9013893596281767,1.2009498749429053,45
sq_32_38,sq_32_39,-1,-1,14.897176905516224,70.04333139911637,11.649787939602971,61.40218203539812,3.1962200049621,3.1962200049620995,raw_edgeproj_len_weighted,raw_edgeproj_len_weighted,5.2900569063809035,4.186151304765065,5897.440963229266,39273.80878293694,4.701785569397398,ji,3.1962200049620995,3.1962200049621,raw_edgeproj_len_weighted,raw_edgeproj_len_weighted,70.04333139911637,14.897176905516224,61.40218203539812,17.890762741682046,0.8766313767333564,1.2009498749429053,46
sq_13_42,sq_13_43,-1,-1,8.363512751133587,39.16293025559953,7.316222129275235,7.29649571484791,3.1962200049621,3.1962200049621,raw_edgeproj_len_weighted,raw_edgeproj_len_weighted,4.204339851439357,100.01110783936696,4435.875523149687,4623.838433004797,4.682593477279196,ji,3.1962200049621,3.1962200049621,raw_edgeproj_len_weighted,raw_edgeproj_len_weighted,39.16293025559953,8.363512751133587,34.29122863992248,10.044159592557277,0.8756042618904777,1.2009498749429055,47
sq_31_38,sq_31_39,-1,-1,15.182606962868062,70.79276492220963,14.243225814086296,61.84416386508768,3.1962200049621,3.1962200049620995,raw_edgeproj_len_weighted,raw_edgeproj_len_weighted,3.6431479483774933,4.216026881825352,7448.789449277634,38223.74293566161,4.662754235510853,ji,3.1962200049620995,3.1962200049621,raw_edgeproj_len_weighted,raw_edgeproj_len_weighted,70.79276492220963,15.182606962868062,61.986446676897486,18.233549933363687,0.875604261890478,1.2009498749429055,48
sq_20_38,sq_21_38,-1,-1,26.742570104613264,5.76769403818858,2.828533605365215,3.2624152400216597,3.1962200049621,3.1962200049621,raw_edgeproj_len_weighted,raw_edgeproj_len_weighted,319.082252461292,10.273843112337728,3152.6291518686157,3117.224651959179,4.636613857730241,ij,3.1962200049621,3.1962200049621,raw_edgeproj_len_weighted,raw_edgeproj_len_weighted,26.742570104613264,5.76769403818858,23.415908357504257,6.926711433871516,0.8756042618904779,1.2009498749429053,49
sq_27_31,sq_27_32,-1,-1,13.682665203146833,2.96169310993137,2.5557715191862447,2.825783686547969,3.196220004962099,3.1962200049621,raw_edgeproj_len_weighted,raw_edgeproj_len_weighted,99.48765508649008,3.519186500773742,3373.023386043375,3249.352954958751,4.619879472746551,ij,3.196220004962099,3.1962200049621,raw_edgeproj_len_weighted,raw_edgeproj_len_weighted,13.682665203146833,2.96169310993137,11.980599965895909,3.556844969991343,0.8756042618904779,1.2009498749429053,50
sq_13_35,sq_13_36,-1,-1,29.192602309731797,6.367673673664057,22.268458632141563,6.011025144723212,3.196220004962099,3.1962200049621,raw_edgeproj_len_weighted,raw_edgeproj_len_weighted,5.566532206967187,3.5969323370677677,18577.516278010426,4229.7204567629315,4.584500369494269,ij,3.196220004962099,3.1962200049621,raw_edgeproj_len_weighted,raw_edgeproj_len_weighted,29.192602309731797,6.367673673664057,25.561166998074974,7.64725690206408,0.875604261890478,1.2009498749429053,51
sq_24_35,sq_25_35,-1,-1,5.890337686992943,26.98057339731829,3.712784421058742,12.29488815170489,3.1962200049621,3.1962200049621,raw_edgeproj_len_weighted,raw_edgeproj_len_weighted,8.229535311398672,15.998394618852354,3171.986254382222,8258.01006953136,4.5804799030277765,ji,3.1962200049621,3.1962200049621,raw_edgeproj_len_weighted,raw_edgeproj_len_weighted,26.98057339731829,5.890337686992943,23.62430505494075,7.074000308565657,0.875604261890478,1.2009498749429053,52
sq_37_46,sq_38_46,-1,-1,24.89740112725194,5.452899766051899,22.84006599691732,4.6917043633488955,3.1962200049621,3.1962200049621,raw_edgeproj_len_weighted,raw_edgeproj_len_weighted,3.814100392473585,4.3495240843392935,21582.07772850136,4363.698945648358,4.565901115999896,ij,3.1962200049621,3.1962200049621,raw_edgeproj_len_weighted,raw_edgeproj_len_weighted,24.89740112725194,5.452899766051899,22.84006599691732,6.548659292116226,0.9173674746283972,1.2009498749429055,53
sq_20_26,sq_20_27,-1,-1,66.45863896413782,14.5623225558521,52.993001928555636,10.836387317546508,3.1962200049620995,3.196220004962099,raw_edgeproj_len_weighted,raw_edgeproj_len_weighted,5.083215861067034,5.856538792028639,33603.988300189,6392.656266813459,4.563738971530359,ij,3.1962200049620995,3.196220004962099,raw_edgeproj_len_weighted,raw_edgeproj_len_weighted,66.45863896413782,14.5623225558521,58.19146751643966,17.488619452328834,0.875604261890478,1.2009498749429057,54
sq_16_30,sq_16_31,-1,-1,2.834714849097521,12.916912960109808,2.956986163355934,9.709333145609223,3.1962200049620995,3.1962200049621003,raw_edgeproj_len_weighted,raw_edgeproj_len_weighted,3.1962200049620995,5.736832612118134,3503.964678162212,8875.144956135127,4.556688643382287,ji,3.1962200049621003,3.1962200049620995,raw_edgeproj_len_weighted,raw_edgeproj_len_weighted,12.916912960109808,2.834714849097521,11.310104038340498,3.5511921630902106,0.875604261890478,1.2527511062429408,55
