edge_i,edge_j,chi_hat_asym,mean_lr_hat_asym,std_lr_hat_asym,mean_lf_hat_asym,std_lf_hat_asym,chi_hat_sym,mean_lr_hat_sym,std_lr_hat_sym,mean_lf_hat_sym,std_lf_hat_sym,d_chi_hat,d_mean_lr_hat,d_mean_lf_hat
31.0,30.0,0.9999999987656114,1.0000000097100352,1.3343745515832853e-06,1.0000000095527564,1.2366885888013006e-06,0.9999999986883696,1.0000000100649988,1.3801273296405734e-06,1.0000000098705595,1.278880794435119e-06,7.724176853685094e-11,-3.54963614057624e-10,-3.1780311715579046e-10
31.0,32.0,0.9999999962143228,0.9999999683607325,3.286464297857826e-06,1.0000001100293632,6.387245503851181e-06,0.9999999949008568,0.9999999746180778,2.707861365357792e-06,1.0000000926994141,5.380564186447293e-06,1.3134660026281608e-09,-6.257345308569029e-09,1.7329949031363867e-08
31.0,83.0,0.9999999975389592,1.000000011642452,9.297071318963514e-07,0.9999999967371712,4.326221003120907e-07,0.9999999975128332,1.0000000117736259,9.394705425902233e-07,0.9999999967005634,4.371834209463379e-07,2.612599026008411e-11,-1.3117396058248687e-10,3.6607827880175137e-11
32.0,31.0,0.99999999,1.0000001616104603,1.0224009434850332e-05,0.9999999450464235,3.9731929603611285e-06,0.99999999,1.0000001874128217,1.1861014409540144e-05,0.999999936178355,4.609100842564033e-06,0.0,-2.58023613586289e-08,8.868068501755033e-09
32.0,33.0,0.99999999,1.0000001488956256,9.924646760339295e-06,0.9999999743575152,4.1958193387101196e-06,0.99999999,1.0000001513693604,1.0093522603086099e-05,0.9999999738580263,4.265907052556509e-06,0.0,-2.4737347725789505e-09,4.994888946896481e-10
32.0,84.0,0.99999999,1.0000002840510476,1.7164459887743796e-05,0.9999999020268296,6.334842812563239e-06,0.99999999,1.0000002443233469,1.4752081483963611e-05,0.9999999159799603,5.443304972036382e-06,0.0,3.972770068472187e-08,-1.3953130650889989e-08
33.0,32.0,0.9999999963516224,1.000000039546395,5.85193133396138e-06,1.0000000527811135,5.188221907003928e-06,0.9999999963310446,1.0000000389808363,5.761792009668941e-06,1.0000000519167067,5.105575759660413e-06,2.057776171682235e-11,5.65558710974301e-10,8.644067683860612e-10
33.0,34.0,1.0000000035068295,0.9999999838367621,7.661642454254702e-06,1.0000001729686125,1.1462353392239422e-05,1.0000000034374643,0.9999999839918666,7.5859038260986715e-06,1.0000001712169089,1.134968461170467e-05,6.93651802663453e-11,-1.5510448481137473e-10,1.751703671004634e-09
34.0,33.0,0.9999999946424714,1.000000288363912,1.684818711575535e-05,0.9999999269649102,6.5402716546214195e-06,0.9999999945832008,1.0000002913090154,1.7015460860307818e-05,0.9999999262525168,6.605805625801874e-06,5.927058843724353e-11,-2.945103272367078e-09,7.123934775421503e-10
34.0,86.0,0.9999999946938148,1.0000002844266704,1.6323416838755925e-05,0.9999999150603501,6.069048483867079e-06,0.9999999947436384,1.0000002840152225,1.631909731967783e-05,0.9999999102219327,6.05258596668438e-06,-4.982358969840561e-11,4.1144798679226824e-10,4.838417444474885e-09
